Temp,Humidity,Soil,Wind,Rainfall,Crop,Season,Irrigation
36.9,69.2,25.2,2.5,2.0,Corn,Autumn,0
26.2,74.2,38.3,2.9,0.5,Soybean,Summer,0
38.3,71.9,30.9,1.7,2.0,Wheat,Winter,0
22.2,67.6,45.8,1.3,0.0,Wheat,Spring,0
34.6,69.2,23.6,10.3,0.5,Rice,Autumn,1
33.0,56.3,49.5,3.3,2.0,Rice,Summer,0
24.7,46.7,45.9,0.1,2.0,Rice,Summer,0
27.1,70.0,39.4,12.4,0.5,Wheat,Spring,0
23.1,51.8,43.3,0.9,2.0,Wheat,Winter,0
30.1,55.8,49.7,12.7,2.0,Corn,Summer,0
30.9,79.8,45.1,8.4,0.5,Soybean,Spring,0
23.6,39.5,23.1,5.4,0.5,Wheat,Summer,1
32.6,54.3,43.5,14.9,2.0,Corn,Winter,0
34.6,41.0,41.0,11.9,0.5,Rice,Autumn,0
34.8,58.5,45.6,5.7,0.0,Soybean,Autumn,0
32.6,33.2,49.6,13.9,0.0,Soybean,Autumn,0
35.9,30.9,56.0,1.9,0.0,Rice,Winter,0
35.2,40.4,11.2,2.4,0.5,Wheat,Winter,1
20.4,48.7,57.5,14.3,2.0,Rice,Spring,0
23.2,71.8,18.2,11.1,0.0,Rice,Spring,1
32.7,63.3,46.6,2.2,0.5,Soybean,Spring,0
22.1,72.3,12.1,1.3,0.5,Wheat,Autumn,1
28.4,33.8,10.4,10.8,0.5,Wheat,Summer,1
31.7,71.2,54.3,8.1,0.5,Soybean,Summer,0
39.2,49.0,37.2,5.1,0.0,Soybean,Spring,0
22.4,30.4,47.9,5.9,0.5,Rice,Spring,0
31.2,73.0,13.1,6.7,0.0,Soybean,Autumn,1
39.3,67.4,38.5,9.6,0.0,Wheat,Summer,0
28.2,72.6,58.5,4.9,2.0,Corn,Autumn,0
27.2,75.7,14.3,5.2,0.5,Soybean,Autumn,1
28.3,48.2,40.3,1.5,0.0,Corn,Summer,0
24.1,57.3,36.1,12.6,2.0,Corn,Summer,0
23.4,58.9,19.3,4.4,0.0,Wheat,Autumn,1
37.4,42.9,36.2,1.9,2.0,Wheat,Spring,0
38.7,49.8,22.5,10.1,0.5,Soybean,Autumn,1
34.7,47.3,15.2,12.7,2.0,Rice,Summer,0
34.2,42.3,39.4,12.7,2.0,Wheat,Spring,0
34.8,38.6,21.2,6.7,0.5,Corn,Autumn,1
32.7,49.4,47.3,8.3,0.0,Rice,Summer,0
23.7,30.2,21.8,9.9,2.0,Wheat,Autumn,0
28.9,36.0,14.0,13.3,0.0,Rice,Summer,1
29.1,44.1,31.0,14.7,0.0,Wheat,Summer,0
36.5,30.6,52.5,5.0,2.0,Corn,Winter,0
26.2,50.9,30.8,11.9,0.5,Wheat,Winter,0
39.5,69.6,51.2,6.9,0.0,Soybean,Winter,0
20.4,45.9,11.5,2.4,0.5,Corn,Winter,1
22.5,34.7,59.0,14.8,0.5,Corn,Autumn,0
20.1,62.9,54.9,12.2,0.5,Soybean,Autumn,0
38.9,43.3,22.4,2.2,0.0,Rice,Autumn,1
26.6,40.7,53.0,6.4,0.0,Soybean,Summer,0
21.2,38.6,46.3,9.6,0.5,Soybean,Summer,0
33.7,51.7,29.2,5.6,2.0,Wheat,Autumn,0
23.8,76.2,15.2,11.0,2.0,Soybean,Autumn,0
31.7,60.2,37.8,3.5,2.0,Wheat,Spring,0
35.1,45.9,16.8,12.2,0.5,Rice,Summer,1
35.6,32.4,32.3,13.4,0.0,Rice,Autumn,0
38.5,73.4,45.3,4.8,0.0,Rice,Autumn,0
26.4,49.6,46.7,14.1,0.0,Corn,Spring,0
30.7,75.8,56.9,11.6,0.0,Corn,Spring,0
39.2,59.3,28.8,0.4,0.5,Wheat,Autumn,1
27.7,66.2,36.1,4.1,0.5,Rice,Autumn,0
36.6,34.8,50.5,11.0,0.0,Corn,Spring,0
33.0,63.1,17.9,5.1,0.5,Rice,Summer,1
36.5,47.8,37.6,0.2,2.0,Wheat,Autumn,0
32.2,45.2,22.7,2.2,0.0,Soybean,Spring,1
28.1,48.9,30.9,2.0,2.0,Soybean,Spring,0
29.5,63.0,47.0,6.2,0.0,Soybean,Spring,0
33.4,74.7,57.0,11.4,0.0,Rice,Summer,0
37.8,67.9,19.6,8.3,0.0,Soybean,Autumn,1
32.2,32.2,54.8,9.8,0.5,Wheat,Summer,0
33.5,65.9,50.0,12.6,0.0,Wheat,Spring,0
32.7,54.3,58.2,14.9,0.0,Rice,Winter,0
23.4,40.8,21.3,14.0,0.5,Soybean,Summer,1
37.2,36.4,11.8,2.3,0.5,Corn,Summer,1
34.7,46.7,15.3,14.3,0.5,Wheat,Spring,1
31.5,45.8,17.6,4.1,0.5,Wheat,Autumn,1
30.5,41.9,21.6,5.0,0.5,Wheat,Winter,1
38.3,35.7,37.4,4.8,2.0,Rice,Autumn,0
24.4,54.9,51.6,6.6,0.5,Wheat,Winter,0
25.2,56.1,50.4,13.0,2.0,Rice,Autumn,0
29.3,57.5,55.8,8.2,0.5,Wheat,Summer,0
29.9,66.5,40.2,6.4,0.5,Wheat,Autumn,0
20.7,37.7,45.5,12.0,0.5,Corn,Summer,0
39.9,67.6,42.0,9.2,0.5,Rice,Summer,0
31.1,41.3,18.8,4.3,2.0,Corn,Summer,0
26.3,46.4,10.8,11.7,0.0,Soybean,Winter,1
38.6,44.2,59.5,11.5,2.0,Rice,Summer,0
39.9,44.9,12.0,4.3,0.0,Soybean,Summer,1
39.2,57.4,35.8,8.0,0.5,Soybean,Autumn,0
30.8,37.5,17.8,2.8,0.5,Corn,Autumn,1
28.2,79.2,35.0,4.8,0.5,Wheat,Autumn,0
22.1,48.7,28.2,10.8,0.5,Corn,Spring,1
40.0,55.4,13.7,11.0,0.5,Soybean,Spring,1
32.5,71.9,45.6,7.2,2.0,Soybean,Autumn,0
